id_registro,codigo_producto,categoria,laboratorio,ciudad,temporada,metodo_reabastecimiento,precio_unitario,costo_unitario,margen_unitario,stock_actual,stock_minimo,stock_maximo,demanda_promedio_diaria,desviacion_demanda,ventas_ultimos_30_dias,quiebres_stock_ultimos_6m,lead_time_dias,dias_para_vencer,descuento_activo,es_esencial,requiere_formula,categoria_consenso_cluster,confianza_consenso,categoria_reevaluada
3976,MED-4975,Gastrointestinales,Genfar,Bogotá,Promoción,Manual,73185.33,48393.61,24791.72,387,24,295,21.0,5.4,638,0,8,145,0,0,1,Gastrointestinales,0.5,Gastrointestinales
3977,MED-4976,Analgésicos,Bayer,Cartagena,Alta (Invierno),Manual,29725.93,21006.84,8719.09,447,55,438,26.52,3.57,767,2,12,80,0,1,1,Pediatría,0.5,Analgésicos
3978,MED-4977,Dermatológicos,MK,Barranquilla,Normal,Automático (ML),22660.38,15844.84,6815.54,293,78,353,37.88,1.76,1152,2,1,612,1,1,1,Dermatológicos,0.5,Dermatológicos
3979,MED-4978,Higiene Personal,Novartis,Barranquilla,Alta (Invierno),Proveedor Programado,7238.03,4955.65,2282.38,224,19,230,34.56,0.58,1003,2,12,254,0,0,1,Pediatría,0.5,Higiene Personal
3980,MED-4979,Antigripales,MK,Medellín,Normal,Manual,75117.85,57088.71,18029.14,234,12,377,13.34,7.5,390,2,2,265,0,1,0,Pediatría,0.5,Antigripales
3981,MED-4980,Dermatológicos,Tecnoquímicas,Barranquilla,Promoción,Automático (ML),34819.52,23592.67,11226.85,16,38,135,5.41,9.48,162,3,4,68,1,0,1,Pediatría,0.5,Dermatológicos
3982,MED-4981,Diabetes,Sanofi,Bogotá,Promoción,Proveedor Programado,32928.61,24869.9,8058.71,359,29,315,37.27,7.81,1110,2,9,250,0,1,1,Pediatría,1.0,Pediatría
3983,MED-4982,Diabetes,MK,Cali,Alta (Epidemia),Manual,68928.06,44850.11,24077.95,249,25,76,37.14,7.7,1114,1,10,891,1,1,0,Gastrointestinales,0.25,Diabetes
3984,MED-4983,Diabetes,Novartis,Barranquilla,Alta (Epidemia),Automático (ML),27775.23,22580.87,5194.36,89,73,348,26.97,2.38,797,3,3,261,1,1,0,Pediatría,0.5,Diabetes
3985,MED-4984,Diabetes,Bayer,Cartagena,Alta (Epidemia),Automático (ML),10881.03,8134.5,2746.53,235,25,85,21.59,5.35,655,2,5,633,1,1,1,Pediatría,0.75,Pediatría
3986,MED-4985,Diabetes,Bayer,Barranquilla,Normal,Manual,26157.52,21908.53,4248.99,310,39,415,27.87,9.3,820,2,11,126,1,0,1,Pediatría,0.5,Diabetes
3987,MED-4986,Vitaminas,Sanofi,Cartagena,Normal,Proveedor Programado,33985.88,27909.88,6076.0,448,49,158,2.94,1.84,99,1,6,257,0,0,1,Pediatría,0.5,Vitaminas
3988,MED-4987,Antibióticos,Sanofi,Cali,Normal,Automático (ML),32364.12,20703.25,11660.87,361,22,315,12.49,5.12,390,1,11,197,0,0,1,Pediatría,0.75,Pediatría
3989,MED-4988,Antigripales,Abbott,Bogotá,Promoción,Manual,5211.28,3796.25,1415.03,373,52,213,21.76,7.96,645,3,3,48,1,1,1,Cardiovasculares,0.5,Antigripales
3990,MED-4989,Higiene Personal,Novartis,Bogotá,Alta (Invierno),Manual,40135.41,28096.07,12039.34,218,25,121,33.9,9.61,1016,0,2,516,1,1,1,Dermatológicos,0.5,Higiene Personal
3991,MED-4990,Diabetes,Roche,Cali,Normal,Manual,69590.4,44113.65,25476.75,8,20,291,13.82,3.69,444,2,1,739,1,0,0,Dermatológicos,0.75,Dermatológicos
3992,MED-4991,Vitaminas,Tecnoquímicas,Medellín,Alta (Epidemia),Manual,23122.06,17045.59,6076.47,392,55,351,18.81,1.74,564,2,14,680,1,1,0,Pediatría,0.5,Vitaminas
3993,MED-4992,Cardiovasculares,Bayer,Bogotá,Normal,Proveedor Programado,27550.53,17148.27,10402.26,124,48,278,14.53,5.78,424,1,9,787,1,0,1,Pediatría,0.5,Cardiovasculares
3994,MED-4993,Analgésicos,Pfizer,Barranquilla,Normal,Proveedor Programado,25446.24,20801.86,4644.38,139,10,129,5.93,2.2,181,2,1,737,1,1,0,Pediatría,0.5,Analgésicos
3995,MED-4994,Gastrointestinales,MK,Bogotá,Promoción,Automático (ML),55709.63,43458.99,12250.64,453,15,357,18.8,4.0,561,0,14,787,0,0,1,Gastrointestinales,0.5,Gastrointestinales
3996,MED-4995,Dermatológicos,Bayer,Cali,Alta (Invierno),Manual,16167.27,10153.38,6013.89,160,75,390,30.46,1.07,929,1,11,373,1,1,1,Dermatológicos,0.25,Dermatológicos
3997,MED-4996,Pediatría,Sanofi,Barranquilla,Alta (Invierno),Proveedor Programado,68460.54,44848.15,23612.39,489,48,247,26.33,2.0,785,1,14,36,1,1,0,Diabetes,0.5,Pediatría
3998,MED-4997,Analgésicos,La Santé,Bogotá,Normal,Manual,65860.27,51872.05,13988.22,388,34,320,20.11,4.79,595,2,12,898,0,0,1,Pediatría,0.5,Analgésicos
3999,MED-4998,Analgésicos,Pfizer,Barranquilla,Alta (Epidemia),Manual,10385.02,8636.47,1748.55,237,19,286,11.48,6.88,352,1,11,878,0,0,1,Pediatría,1.0,Pediatría
4000,MED-4999,Analgésicos,MK,Cali,Alta (Epidemia),Proveedor Programado,65494.18,45672.0,19822.18,253,63,299,5.82,6.72,177,2,5,563,1,0,0,Pediatría,0.5,Analgésicos
4001,MED-5000,Pediatría,MK,Bogotá,Normal,Manual,40957.04,27733.52,13223.52,406,14,220,25.76,7.53,752,0,1,59,0,1,1,Antigripales,0.25,Pediatría
4002,MED-5001,Pediatría,Roche,Barranquilla,Alta (Epidemia),Proveedor Programado,43911.43,29521.68,14389.75,392,19,293,23.25,9.27,707,1,14,100,1,1,0,Gastrointestinales,0.5,Pediatría
4003,MED-5002,Pediatría,Sanofi,Cali,Promoción,Proveedor Programado,52436.9,40234.09,12202.81,32,20,216,29.03,2.13,864,1,4,687,1,1,0,Dermatológicos,0.5,Pediatría
4004,MED-5003,Gastrointestinales,MK,Barranquilla,Alta (Epidemia),Proveedor Programado,15426.09,12694.66,2731.43,60,28,385,24.75,7.45,768,0,11,682,0,0,1,Dermatológicos,0.25,Gastrointestinales
4005,MED-5004,Antibióticos,Sanofi,Cali,Normal,Automático (ML),41837.41,32982.02,8855.39,81,19,165,5.35,6.22,152,0,5,244,0,1,1,Pediatría,0.5,Antibióticos
4006,MED-5005,Analgésicos,La Santé,Bogotá,Alta (Invierno),Manual,4843.34,3089.83,1753.51,422,79,137,28.64,5.82,841,2,6,422,1,0,1,Dermatológicos,0.5,Analgésicos
4007,MED-5006,Cardiovasculares,Sanofi,Cartagena,Promoción,Automático (ML),39330.97,28890.9,10440.07,386,62,139,6.86,7.35,198,1,1,850,0,1,0,Pediatría,0.5,Cardiovasculares
4008,MED-5007,Higiene Personal,La Santé,Cali,Promoción,Manual,28114.6,18715.11,9399.49,484,11,108,24.03,2.26,688,1,2,600,1,1,0,Pediatría,0.75,Pediatría
4009,MED-5008,Gastrointestinales,Novartis,Cali,Promoción,Proveedor Programado,23207.25,16664.67,6542.58,289,32,100,32.81,5.84,995,1,11,270,0,1,1,Pediatría,0.5,Gastrointestinales
4010,MED-5009,Pediatría,Roche,Bogotá,Normal,Manual,8791.17,6331.27,2459.9,497,13,219,13.49,7.32,386,3,10,716,1,1,0,Pediatría,0.75,Pediatría
4011,MED-5010,Dermatológicos,Bayer,Cali,Promoción,Automático (ML),6968.0,4891.44,2076.56,384,53,263,34.55,9.83,1020,0,13,143,1,1,0,Dermatológicos,0.25,Dermatológicos
4012,MED-5011,Pediatría,Roche,Cartagena,Promoción,Manual,16436.03,10122.08,6313.95,260,29,217,25.54,6.44,767,5,2,187,0,1,1,Cardiovasculares,0.5,Pediatría
4013,MED-5012,Antigripales,La Santé,Medellín,Promoción,Proveedor Programado,22542.99,14205.78,8337.21,323,44,184,7.51,0.93,223,2,7,120,0,0,0,Pediatría,0.5,Antigripales
4014,MED-5013,Antibióticos,Bayer,Cartagena,Alta (Epidemia),Proveedor Programado,59873.55,39638.97,20234.58,305,79,474,24.67,5.04,740,0,5,679,0,1,1,Pediatría,0.5,Antibióticos
4015,MED-5014,Cardiovasculares,Novartis,Cartagena,Alta (Epidemia),Proveedor Programado,34310.18,28159.4,6150.78,417,38,189,22.04,9.18,652,0,14,815,0,0,0,Pediatría,0.5,Cardiovasculares
4016,MED-5015,Antigripales,La Santé,Cartagena,Promoción,Manual,76029.89,50502.06,25527.83,60,73,210,7.08,7.46,221,3,8,361,0,0,1,Pediatría,0.5,Antigripales
4017,MED-5016,Antigripales,Tecnoquímicas,Cartagena,Normal,Manual,60824.61,45152.94,15671.67,187,65,134,14.2,8.59,441,1,8,593,0,0,1,Pediatría,0.5,Antigripales
4018,MED-5017,Dermatológicos,MK,Cali,Promoción,Proveedor Programado,38161.64,32068.51,6093.13,392,51,291,37.5,7.46,1131,3,7,773,0,0,1,Pediatría,0.75,Pediatría
4019,MED-5018,Gastrointestinales,Tecnoquímicas,Cartagena,Alta (Invierno),Proveedor Programado,49741.78,38339.5,11402.28,261,58,251,32.58,2.55,938,4,11,76,1,0,0,Pediatría,0.75,Pediatría
4020,MED-5019,Antibióticos,Tecnoquímicas,Barranquilla,Alta (Epidemia),Proveedor Programado,58078.47,38877.83,19200.64,37,70,330,12.4,3.78,347,0,11,238,1,1,1,Pediatría,0.5,Antibióticos
4021,MED-5020,Cardiovasculares,Bayer,Cali,Alta (Invierno),Proveedor Programado,36456.76,25777.6,10679.16,71,67,412,32.0,7.03,920,1,6,91,0,1,0,Dermatológicos,0.5,Cardiovasculares
4022,MED-5021,Diabetes,Novartis,Cali,Promoción,Manual,28455.95,17688.88,10767.07,389,70,279,26.95,2.07,830,4,10,295,0,1,1,Pediatría,0.75,Pediatría
4023,MED-5022,Antibióticos,Abbott,Medellín,Promoción,Automático (ML),18695.02,11395.08,7299.94,75,44,144,9.66,6.79,304,1,6,208,0,1,1,Pediatría,0.75,Pediatría
4024,MED-5023,Vitaminas,Roche,Medellín,Promoción,Automático (ML),73601.2,44335.79,29265.41,273,62,142,6.13,2.98,224,3,10,216,1,1,1,Dermatológicos,0.25,Vitaminas
4025,MED-5024,Diabetes,La Santé,Cali,Alta (Epidemia),Automático (ML),62135.27,49825.9,12309.37,256,70,186,21.16,2.44,624,1,1,635,1,1,1,Cardiovasculares,0.5,Diabetes
4026,MED-5025,Antibióticos,Genfar,Cali,Normal,Manual,53864.93,42160.11,11704.82,362,17,229,28.88,8.35,862,0,3,389,0,0,1,Antigripales,0.25,Antibióticos
4027,MED-5026,Analgésicos,La Santé,Cartagena,Promoción,Manual,68490.48,47716.53,20773.95,420,21,213,6.85,5.88,223,0,3,135,1,1,0,Dermatológicos,0.25,Analgésicos
4028,MED-5027,Pediatría,Genfar,Cali,Promoción,Manual,41034.42,26294.76,14739.66,450,71,466,16.6,3.4,499,3,6,405,0,0,0,Pediatría,0.75,Pediatría
4029,MED-5028,Dermatológicos,Novartis,Cali,Alta (Epidemia),Automático (ML),39654.15,30495.82,9158.33,354,77,344,37.81,2.58,1078,0,13,709,0,1,1,Dermatológicos,0.25,Dermatológicos
4030,MED-5029,Cardiovasculares,Pfizer,Bogotá,Alta (Epidemia),Automático (ML),33411.16,26082.42,7328.74,314,75,134,31.49,9.89,917,1,6,71,1,0,0,Dermatológicos,0.5,Cardiovasculares
4031,MED-5030,Antigripales,Bayer,Barranquilla,Normal,Proveedor Programado,62265.52,43807.72,18457.8,209,59,194,39.7,8.14,1166,2,1,888,1,1,1,Dermatológicos,0.5,Antigripales
4032,MED-5031,Higiene Personal,Bayer,Cali,Alta (Invierno),Manual,22731.34,13837.41,8893.93,320,57,113,34.78,4.76,1039,0,6,860,1,0,0,Pediatría,0.5,Higiene Personal
4033,MED-5032,Vitaminas,Abbott,Cali,Alta (Invierno),Manual,47869.25,39743.3,8125.95,497,28,154,39.14,1.22,1188,1,2,623,0,0,1,Pediatría,0.75,Pediatría
4034,MED-5033,Vitaminas,Abbott,Bogotá,Promoción,Proveedor Programado,22252.9,14367.02,7885.88,359,13,147,29.02,6.45,839,2,7,304,0,1,1,Pediatría,0.5,Vitaminas
4035,MED-5034,Diabetes,La Santé,Barranquilla,Alta (Invierno),Manual,5462.53,3882.55,1579.98,115,13,84,13.9,5.79,413,2,6,442,0,0,0,Pediatría,1.0,Pediatría
4036,MED-5035,Antigripales,Novartis,Bogotá,Promoción,Proveedor Programado,31182.55,22287.08,8895.47,459,53,156,14.65,2.91,424,1,3,822,0,1,0,Pediatría,0.5,Antigripales
4037,MED-5036,Cardiovasculares,Sanofi,Bogotá,Alta (Epidemia),Proveedor Programado,40324.59,24608.81,15715.78,445,70,160,37.28,2.06,1116,2,5,671,1,1,1,Pediatría,0.5,Cardiovasculares
4038,MED-5037,Higiene Personal,Sanofi,Barranquilla,Alta (Invierno),Automático (ML),34682.32,23722.79,10959.53,329,12,325,27.9,2.26,815,5,3,779,1,1,1,Pediatría,0.75,Pediatría
4039,MED-5038,Antibióticos,Novartis,Bogotá,Alta (Invierno),Proveedor Programado,7618.6,6160.31,1458.29,495,58,109,30.08,7.1,888,1,13,107,0,1,0,Pediatría,0.5,Antibióticos
4040,MED-5039,Antibióticos,MK,Cartagena,Promoción,Automático (ML),63037.28,51469.36,11567.92,258,15,147,31.83,8.41,993,1,7,442,0,1,1,Gastrointestinales,0.25,Antibióticos
4041,MED-5040,Cardiovasculares,Roche,Cartagena,Alta (Epidemia),Manual,51068.77,36805.27,14263.5,59,31,229,15.15,2.96,483,1,1,266,0,1,1,Dermatológicos,0.5,Cardiovasculares
4042,MED-5041,Analgésicos,La Santé,Medellín,Normal,Manual,73826.44,58824.17,15002.27,231,31,266,24.45,6.11,712,0,2,736,0,0,0,Cardiovasculares,0.5,Analgésicos
4043,MED-5042,Pediatría,Novartis,Cartagena,Promoción,Manual,5499.88,3877.26,1622.62,120,29,351,27.82,2.62,850,2,10,56,0,0,0,Pediatría,1.0,Pediatría
4044,MED-5043,Analgésicos,Genfar,Barranquilla,Promoción,Proveedor Programado,7555.03,4899.76,2655.27,269,60,264,39.01,2.81,1178,0,11,776,1,1,0,Dermatológicos,0.25,Analgésicos
4045,MED-5044,Diabetes,Abbott,Cartagena,Promoción,Manual,54957.1,38625.11,16331.99,221,46,175,30.18,2.68,888,1,9,434,1,1,0,Gastrointestinales,0.5,Diabetes
4046,MED-5045,Diabetes,MK,Cartagena,Promoción,Proveedor Programado,65936.31,41078.25,24858.06,245,43,347,10.44,5.18,281,0,8,548,1,0,0,Pediatría,0.5,Diabetes
4047,MED-5046,Vitaminas,Bayer,Cartagena,Promoción,Automático (ML),7247.81,5535.94,1711.87,485,31,267,25.07,4.64,770,1,7,293,0,1,1,Pediatría,0.5,Vitaminas
4048,MED-5047,Antibióticos,Bayer,Barranquilla,Alta (Invierno),Proveedor Programado,48975.78,37013.21,11962.57,486,67,182,18.28,3.84,546,3,11,773,0,0,1,Pediatría,0.5,Antibióticos
4049,MED-5048,Gastrointestinales,La Santé,Barranquilla,Alta (Invierno),Automático (ML),41260.94,27433.1,13827.84,134,78,389,26.72,4.26,801,0,9,135,1,0,0,Dermatológicos,0.5,Gastrointestinales
4050,MED-5049,Vitaminas,Abbott,Barranquilla,Normal,Manual,31162.4,22528.6,8633.8,36,21,268,32.28,2.09,946,2,5,121,1,1,0,Pediatría,1.0,Pediatría
4051,MED-5050,Gastrointestinales,Novartis,Cali,Promoción,Manual,8675.26,7232.21,1443.05,373,48,339,15.18,0.53,464,2,6,163,0,0,1,Pediatría,0.75,Pediatría
4052,MED-5051,Antigripales,MK,Medellín,Alta (Epidemia),Automático (ML),8276.1,6190.55,2085.55,173,34,234,28.05,6.85,861,2,8,772,0,1,0,Pediatría,0.5,Antigripales
4053,MED-5052,Dermatológicos,Bayer,Medellín,Alta (Epidemia),Automático (ML),68528.88,56166.45,12362.43,289,74,408,24.03,9.57,719,0,6,261,1,1,1,Antigripales,0.25,Dermatológicos
4054,MED-5053,Higiene Personal,Roche,Medellín,Promoción,Automático (ML),25438.7,20344.64,5094.06,469,12,78,4.98,2.45,153,1,14,741,0,1,0,Pediatría,0.75,Pediatría
4055,MED-5054,Antibióticos,Sanofi,Barranquilla,Normal,Automático (ML),27612.39,20431.94,7180.45,234,49,297,7.54,1.51,223,3,3,34,1,1,1,Cardiovasculares,0.5,Antibióticos
4056,MED-5055,Diabetes,Genfar,Cartagena,Promoción,Automático (ML),67150.99,53269.71,13881.28,419,11,122,8.69,6.95,252,1,13,304,1,0,1,Dermatológicos,0.25,Diabetes
4057,MED-5056,Dermatológicos,Novartis,Cali,Promoción,Automático (ML),43078.38,30395.26,12683.12,249,24,111,1.21,8.91,32,3,2,551,0,0,0,Pediatría,0.5,Dermatológicos
4058,MED-5057,Vitaminas,Roche,Bogotá,Alta (Invierno),Automático (ML),33563.77,21390.88,12172.89,68,49,127,19.41,2.24,575,3,4,680,1,1,1,Cardiovasculares,0.5,Vitaminas
4059,MED-5058,Diabetes,Bayer,Bogotá,Promoción,Manual,4409.8,3746.18,663.62,421,72,272,32.71,9.13,1004,0,3,178,0,1,1,Dermatológicos,0.5,Diabetes
4060,MED-5059,Pediatría,Roche,Cali,Alta (Invierno),Automático (ML),10389.76,7923.38,2466.38,387,15,387,5.14,5.14,168,1,10,145,1,0,1,Pediatría,0.75,Pediatría
4061,MED-5060,Cardiovasculares,Bayer,Cartagena,Alta (Epidemia),Manual,62338.59,47439.71,14898.88,420,15,135,9.81,5.99,281,3,5,601,0,0,0,Cardiovasculares,0.5,Cardiovasculares
4062,MED-5061,Analgésicos,Genfar,Medellín,Normal,Proveedor Programado,63614.89,49792.11,13822.78,400,16,290,9.29,9.15,279,1,2,594,0,0,1,Cardiovasculares,0.5,Analgésicos
4063,MED-5062,Antibióticos,Sanofi,Medellín,Alta (Invierno),Manual,50079.02,35661.45,14417.57,308,21,330,17.04,1.84,491,0,13,433,1,1,0,Dermatológicos,0.25,Antibióticos
4064,MED-5063,Gastrointestinales,Novartis,Bogotá,Normal,Proveedor Programado,62629.55,41894.32,20735.23,384,30,255,30.61,3.26,894,3,7,709,0,0,1,Pediatría,0.75,Pediatría
4065,MED-5064,Antigripales,Genfar,Barranquilla,Alta (Epidemia),Manual,70147.68,55650.35,14497.33,235,51,325,11.75,1.94,351,0,13,632,1,1,1,Pediatría,0.5,Antigripales
4066,MED-5065,Analgésicos,MK,Barranquilla,Promoción,Manual,62396.39,51313.69,11082.7,42,31,143,34.82,4.56,1043,0,7,509,1,0,1,Antigripales,0.25,Analgésicos
4067,MED-5066,Cardiovasculares,La Santé,Cartagena,Promoción,Proveedor Programado,5574.34,3785.85,1788.49,362,69,403,6.75,1.81,224,2,10,627,1,1,1,Pediatría,1.0,Pediatría
4068,MED-5067,Gastrointestinales,Abbott,Cali,Alta (Epidemia),Proveedor Programado,15041.8,9917.33,5124.47,4,71,355,18.78,0.78,577,2,7,229,1,1,0,Pediatría,0.75,Pediatría
4069,MED-5068,Gastrointestinales,La Santé,Medellín,Promoción,Manual,27153.31,20412.04,6741.27,85,28,140,2.19,5.07,115,0,8,633,0,1,0,Pediatría,0.75,Pediatría
4070,MED-5069,Dermatológicos,Novartis,Cali,Alta (Epidemia),Manual,63180.74,45412.23,17768.51,457,61,241,8.4,7.05,256,3,9,414,0,1,0,Pediatría,0.5,Dermatológicos
4071,MED-5070,Gastrointestinales,MK,Cali,Alta (Invierno),Manual,69963.15,53169.95,16793.2,408,76,337,12.95,3.33,378,3,9,40,1,0,0,Pediatría,0.5,Gastrointestinales
4072,MED-5071,Cardiovasculares,La Santé,Bogotá,Normal,Proveedor Programado,70246.33,51701.28,18545.05,31,27,244,23.59,5.25,697,0,7,321,0,0,1,Antigripales,0.25,Cardiovasculares
4073,MED-5072,Gastrointestinales,Abbott,Cali,Alta (Epidemia),Automático (ML),79288.07,64513.4,14774.67,216,72,360,38.3,4.72,1134,2,14,251,0,0,0,Gastrointestinales,0.5,Gastrointestinales
4074,MED-5073,Analgésicos,MK,Barranquilla,Promoción,Proveedor Programado,66368.27,50193.91,16174.36,206,39,275,3.38,8.29,120,1,5,502,1,1,0,Cardiovasculares,0.5,Analgésicos
4075,MED-5074,Analgésicos,Novartis,Cartagena,Alta (Invierno),Automático (ML),52237.8,34041.17,18196.63,146,41,403,3.31,7.84,59,1,11,582,0,0,1,Pediatría,0.5,Analgésicos
4076,MED-5075,Antigripales,MK,Bogotá,Alta (Invierno),Proveedor Programado,45894.75,38391.15,7503.6,225,76,422,8.95,2.17,285,1,7,566,1,1,0,Pediatría,0.5,Antigripales
4077,MED-5076,Vitaminas,Roche,Medellín,Promoción,Manual,73054.01,50882.85,22171.16,411,31,110,31.53,1.27,956,0,9,499,1,0,1,Gastrointestinales,0.5,Vitaminas
4078,MED-5077,Antibióticos,MK,Bogotá,Normal,Automático (ML),67102.01,51685.6,15416.41,170,12,340,19.05,4.32,557,2,7,340,0,1,1,Dermatológicos,0.5,Antibióticos
4079,MED-5078,Pediatría,La Santé,Cartagena,Normal,Proveedor Programado,17564.55,10781.98,6782.57,278,24,200,12.44,1.38,404,2,5,111,0,1,1,Cardiovasculares,0.25,Pediatría
4080,MED-5079,Pediatría,Tecnoquímicas,Bogotá,Alta (Invierno),Proveedor Programado,62556.41,46629.62,15926.79,218,38,240,3.64,5.5,115,1,4,45,0,0,1,Dermatológicos,0.5,Pediatría
4081,MED-5080,Dermatológicos,Sanofi,Bogotá,Normal,Proveedor Programado,72870.73,61023.47,11847.26,440,78,377,17.39,1.48,566,1,8,375,0,0,0,Pediatría,0.5,Dermatológicos
4082,MED-5081,Dermatológicos,Genfar,Cali,Alta (Epidemia),Automático (ML),63194.93,49169.76,14025.17,199,65,411,21.66,1.0,617,4,10,469,0,0,0,Pediatría,0.75,Pediatría
4083,MED-5082,Pediatría,Roche,Barranquilla,Alta (Invierno),Automático (ML),28717.47,20636.19,8081.28,363,13,306,16.54,0.58,459,2,1,636,1,1,0,Pediatría,0.5,Pediatría
4084,MED-5083,Vitaminas,Abbott,Medellín,Alta (Epidemia),Manual,42391.68,33182.2,9209.48,182,63,371,32.51,7.86,966,2,12,326,0,0,0,Dermatológicos,0.5,Vitaminas
4085,MED-5084,Analgésicos,MK,Cartagena,Normal,Proveedor Programado,21217.4,15966.38,5251.02,363,34,382,6.13,2.55,192,1,3,790,0,0,0,Pediatría,1.0,Pediatría
4086,MED-5085,Analgésicos,Pfizer,Cali,Alta (Epidemia),Proveedor Programado,66232.12,48886.98,17345.14,497,30,362,32.78,8.4,997,1,1,897,0,0,0,Pediatría,0.5,Analgésicos
4087,MED-5086,Higiene Personal,Novartis,Cartagena,Normal,Proveedor Programado,57824.9,44548.34,13276.56,403,15,287,7.02,8.92,194,0,8,306,1,1,1,Pediatría,0.5,Higiene Personal
4088,MED-5087,Gastrointestinales,MK,Medellín,Normal,Proveedor Programado,31740.55,25336.78,6403.77,411,27,90,21.45,1.36,661,1,8,838,0,0,0,Pediatría,0.75,Pediatría
4089,MED-5088,Antibióticos,Genfar,Medellín,Alta (Epidemia),Automático (ML),56948.05,37692.02,19256.03,40,50,270,39.48,7.46,1190,3,11,323,0,0,1,Pediatría,0.75,Pediatría
4090,MED-5089,Vitaminas,Genfar,Barranquilla,Promoción,Automático (ML),28276.29,20775.18,7501.11,63,53,326,1.08,7.73,8,3,12,723,0,1,0,Cardiovasculares,0.5,Vitaminas
4091,MED-5090,Diabetes,Pfizer,Bogotá,Alta (Invierno),Proveedor Programado,7978.5,6544.89,1433.61,472,45,357,27.0,3.52,797,0,9,579,0,0,1,Dermatológicos,0.25,Diabetes
4092,MED-5091,Dermatológicos,Bayer,Cali,Normal,Manual,46999.43,31098.08,15901.35,161,75,463,17.96,2.9,559,2,1,95,0,0,0,Dermatológicos,0.5,Dermatológicos
4093,MED-5092,Analgésicos,Genfar,Cali,Alta (Epidemia),Proveedor Programado,3370.25,2203.47,1166.78,128,14,178,21.33,0.56,626,1,8,709,1,1,0,Pediatría,0.75,Pediatría
4094,MED-5093,Diabetes,Pfizer,Cali,Promoción,Automático (ML),27002.47,18068.29,8934.18,375,39,251,22.62,1.42,650,1,5,461,1,0,1,Pediatría,0.5,Diabetes
4095,MED-5094,Diabetes,La Santé,Medellín,Alta (Epidemia),Proveedor Programado,6659.67,4772.44,1887.23,411,14,282,3.07,9.73,141,3,9,870,1,0,0,Pediatría,0.75,Pediatría
4096,MED-5095,Antibióticos,Sanofi,Medellín,Normal,Automático (ML),27739.88,20615.06,7124.82,118,17,148,12.87,6.33,363,2,11,121,0,0,1,Pediatría,0.75,Pediatría
4097,MED-5096,Higiene Personal,Pfizer,Bogotá,Normal,Automático (ML),40339.23,33686.68,6652.55,272,37,122,38.8,3.97,1184,1,6,657,1,0,0,Pediatría,0.5,Higiene Personal
4098,MED-5097,Pediatría,Roche,Barranquilla,Alta (Invierno),Manual,27371.59,20926.1,6445.49,416,70,347,20.15,1.19,600,1,14,509,1,1,1,Pediatría,0.5,Pediatría
4099,MED-5098,Analgésicos,Bayer,Cali,Alta (Epidemia),Automático (ML),13460.41,9802.4,3658.01,106,75,426,20.46,9.79,605,0,8,450,1,1,0,Dermatológicos,0.25,Analgésicos
4100,MED-5099,Vitaminas,Genfar,Medellín,Promoción,Manual,56106.62,39373.82,16732.8,432,53,406,34.78,4.33,1067,2,5,266,0,1,0,Dermatológicos,0.5,Vitaminas
4101,MED-5100,Gastrointestinales,Novartis,Bogotá,Normal,Proveedor Programado,50199.95,39813.03,10386.92,182,18,299,2.52,5.96,77,2,11,474,1,0,1,Dermatológicos,0.5,Gastrointestinales
4102,MED-5101,Analgésicos,Novartis,Barranquilla,Alta (Invierno),Manual,14914.06,11748.2,3165.86,94,44,361,21.41,1.57,655,1,13,887,0,0,1,Pediatría,0.5,Analgésicos
4103,MED-5102,Antigripales,Bayer,Barranquilla,Alta (Epidemia),Proveedor Programado,18378.27,12163.54,6214.73,210,48,389,1.4,6.93,40,1,12,104,1,1,1,Pediatría,0.75,Pediatría
4104,MED-5103,Higiene Personal,Novartis,Cartagena,Alta (Invierno),Proveedor Programado,35033.29,21176.03,13857.26,331,32,223,5.45,8.36,162,2,13,746,0,0,1,Pediatría,0.5,Higiene Personal
4105,MED-5104,Gastrointestinales,Roche,Bogotá,Promoción,Manual,18043.55,13719.83,4323.72,358,68,338,8.33,1.52,229,3,14,82,0,1,0,Pediatría,0.75,Pediatría
4106,MED-5105,Gastrointestinales,Novartis,Cali,Alta (Epidemia),Automático (ML),30901.33,23299.24,7602.09,319,41,382,16.17,5.78,493,2,13,296,1,0,0,Pediatría,1.0,Pediatría
4107,MED-5106,Pediatría,Pfizer,Cartagena,Promoción,Manual,9717.07,7295.27,2421.8,13,12,347,32.88,2.8,992,2,4,715,0,1,0,Pediatría,1.0,Pediatría
4108,MED-5107,Antigripales,Sanofi,Barranquilla,Alta (Invierno),Proveedor Programado,51831.81,43492.81,8339.0,54,67,223,26.02,8.57,791,2,12,447,1,0,1,Pediatría,0.5,Antigripales
4109,MED-5108,Pediatría,Genfar,Medellín,Alta (Invierno),Proveedor Programado,73264.35,53824.6,19439.75,376,61,143,20.43,5.38,625,0,12,732,0,0,1,Gastrointestinales,0.25,Pediatría
4110,MED-5109,Antigripales,Sanofi,Cali,Promoción,Automático (ML),72832.88,50249.73,22583.15,284,18,153,35.63,1.72,1060,0,4,489,1,1,1,Gastrointestinales,0.5,Antigripales
4111,MED-5110,Dermatológicos,Novartis,Barranquilla,Promoción,Proveedor Programado,41417.83,26975.51,14442.32,150,65,256,21.99,1.08,639,2,4,41,1,0,1,Dermatológicos,0.5,Dermatológicos
